Ticker,Handle 1,2,3,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMM,@3M,@3MNewsroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETR,@entergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XOM,@exxonmobil,@exxonmobil_eu,@exxonmobil_sg,@exxonmobil_ger,@mobil1,@mobil1thegrid,@lightclientes,@Esso_GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,@facebook,@fbanalytics,@fbnewsroom,@oculus,@oculus_dev,@oculusrift,@oculussupport,@whatsapp,@whatsapp_es,@wa_status,@instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,@generalelectric,@geaustralia,@ge_uk,@gehealthcare,@ge_ventures,@wipro,@gecapital,@gecapitalCA,@gecapitalAUS,@sbicard_connect,@GEenergyConnect,@Gerenewables,@ge_power,@currentbyge,@Avitas_Systems,@ecomagination,@SYFNews,@AskSynchrony,@gehealthy,@gecareers,@geindia,@ge_digital,@geaviation,@cfm_engines,@gelighting,@ge_appliances,@gedetroit,@geinfosec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS,@goldmansachs,@GS10KSmallBiz,@gscareers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLAG,@HapagLloydAG ,@uascnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD,@HomeDepot,@HomeDepotCareer,@HomeDepotCanada,@TheHomeDepotMx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTC,@intel,@intelnews,@intelsoftware,@intelgaming,@IEM,@inteliot,@intelitcenter,@jobsatintel,@intelcapital,@intelAI,@intelsecurity,@intelcanada,@intelindia,@intelstorage,@intelretail,@intelwestafrica,@intelpolicy,@intel_africa,@intelUK,@Mobileye,@McAfee,@McAfee_Business,@McAfee_Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM,@IBM,@IBMWatson,@IBMNews,@IBMResearch,@IBMcloud,@ibmdesign,@developerWorks,@ibmmobile,@IBMSecurity,@IBMStorage,@watsonanalytics,@IBMRedbooks,@ibmcommerce,@ibm_in,@ibmevents,@IBMPowerSystems,@ibmaustralia,@ibm_france,@IBM_JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNJ,@JNJNews,@JNJCares,@JNJParents,@JNJHistory,@donateaphoto,@JNJInnovation,@JNJNursingNotes,@JNJCareers,@JNJUniversity,@JNJGlobalHealth,@JNJAfrica,@JNJTA_UK,@JanssenUK,@JanssenUS,@JanssenEMEA,@JanssenIE,@JanssenGlobal,@JanssenCanada,@actelion_com,@Ethicon,@EthiconSurgical,@EthiconProfEd,@Neutrogena,@NeutrogenaCA,@NeutrogenaIndia,@neutrogena_agen,@NeutrogenaSun,@NeutrogenaFr,@NeutrogenaPH,@neutrogena_usa,@skiniD,@SafeInSunTour,@_neutrogena,@NeutrogenaRep,@NeutrogenaVN,@NeutrogenaClean,@NeutrogenaHelps,@NeutrogenaStore,@Neutrogena_Esp,@TryskiniD,@DePuySynthes,@JNJStories,@JNJComm,@JJVCglobal,@lifescangh,@Janssen-Cilag,@BiosenseWebster,@AbbottNews,@AbbottGlobal,@Tibotec,@JCGS717,@BandaidBR,@Acuvue,@AcuvuePro,@Acuvue_JP,@AcuvueID,@AcuvueOasys,@acuvue_Japan,@AcuvueJP,@ACUVUESG,@AcuvueStore_JP,@AcuvueEgypt,@ACUVUEHK,@Benadryl,@cleanandclear,@cleanandclearID,@Lactaid,@Listerine,@ListerineGlobal,@ListerineID,@listerinebr,@LISTERINE_jjkk,@Lubriderm_Mx,@LubridermMen,@MotrinCA,@motrinmoms,@nicorette,@OneTouchUltra,@RolaidsCanada,@RolaidsCanadaFR,@Splenda,@SPLENDALatam,@tylenol,@visine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCI,@johnsoncontrols,@JCI_Buildings,@JCI_IR,@JCI_BatteryBeat,@JCI_Careers,@VARTAbatteryUSA,@VARTAPowersport,VARTABATTERIES1,@VartaColombia,@TycoSecurityPro,@TycoBMW,@Tyco_IS,@TycoFPPCanada,@TycoFire,@tyco_ifs_UKI,@TycoSecProTech,@TycoRetailNews,@TycoGFD,@TycoSG,@Tyc0Careers,@TycoSWH_Support,@tycoproteccion,@TycoCE,@TycoBNL,@TycoMechathon,@ANSULFire,@Grinnell_Mech,@ShopperTrak,@ShopperTrakEMEA,@ShopperTrakUK,@ReTelTech,@ShopperTrakFR,@ShopperTrakDE,@ShopperTrakES,@ShopperTrakIT,@ShopperTrakLabs,@OptimaBatteries,@HygoodFire,@AmerDynamics,@TycoSPDocs,@chemguard,@ADT,@ADTJobs,@ADT_UK,@ProtectYourHome,@FidelityADT,@apexadtsecurity,@exacq,@DSC_Security,@Scott_Safety,@ScottSafetyEMEA,@ScottSafetyANZ,@EASsensormatic,@SWHouseSecurity,@CEMSystems,@Quantech_HVAC,@HitachiGlobal,@HitachiEurope,@Hitachi_US,@HitachiInsight,@HitachiRailEU,@HitachiCME,@HITACHITOOLS,@SocInnovBiz_US,@HitachiHome,@HitachiToolsUSA,@HALProjectors,@HitachiAV,@HitachiSolUSPSG,@ArrowHitachi,@HIT_Consulting,@hitachiheating,@LuzaireHVAC,@LuzaireCares,@LuxaireHvacSer,@Colemanaus,@MetasysMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPM,@JPMorgan_UK,@jpmorgan,@Chase,@ChaseforBiz,@ChaseSupport,@ChasePaymentech,@ProvidianGlobal,@ClimateCare,@JPMCapital,@HOMESALESINC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD,@McDonalds,@McDonaldsUK,@McDonaldsCorp,@McDonaldUKNews,@McDonaldsEurope,@McDonaldsPK,@McDonaldsIRL,@McDonaldsLeb,@McDonalds_BR,@McDonaldsMexico,@McDonaldsArabia,@McDonaldsQatar,@McDonalds_RD,@McDonalds_SA,@McDonalds_DMV,@NebMcDonalds,@McDonaldsETN,@McDonalds_Cincy,@McDonalds_NWOH,@McDonalds_MI,@McDonalds_SoCal,@McDonaldsCBUS,@McDonaldsATL,@MyIndyMcDonalds,@McDonaldsVegas,@McDonaldsHawaii,@McDonaldsSWVA,@McDNYTriState,@McDonalds_SWFL,@McDonaldsNW,@McDonalds_Utah,@McDonaldsofCary,@McDonalds_TT,@McDonaldsSATX,@QuadCitiesMcD,@TwinPortsMcD,@McDonalds_Perry,@McDonaldsRGV,@mcdonalds_aa,@McDonaldsCol,@McDonaldsKSA,@McDonalds_CA,@McDonalds_RD,@McD_PalmBeach,@McDonalds_PTR,@McD_Madison,@McD_Evansville,@mcdonaldspecial,@McDonalds_FWI,@McDonaldsOdiel,@McDonalds_LP,@McCafe,@McCafeIced,@McCafe_Latte,@McCafeVE,@McDonaldsBucara,@McCafeCalgary,@mcdonaldsralnc,@McCafeParaguay,@McCafe_Cibubur,@mccafe_ru,@McFlurryLife,@RMHC,@RMHCCNI,@RMHCCanada,@RMHC_Ireland,@RMHCSeattle,@rmhcsfl,@RMHCUK,@RMHCSouthLa,@RMHC_SoCal,@ARMHC,@rmhofcharlotte,@rmhchattanooga,@PhilaRMH,@RMHStandford,@RMHCTucson,@RMHIdaho,@RMHCPhoenix,@RMHCFargo,@RMHCUtah,@RMHBC,@RMHCRichmond,@RMHCCTX,@RMH_LI,@RMHCSWO,@rmhcmadison,@RMHCMobile,@RMHCharleston,@rmhctampabay,@rmhcoregon,@RMHDesMoines,@RMHCNewZealand,@RMHCMidMo,@RonMcDHouseCS,@RMHCCF,@RMHCMorgantown,@RMHCTulsa,@RMH_Ottawa,@RMHCMaine,@teamrmh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,@Merck,@MerckforMothers,@USMerckProducts,@MerckAH,@MerckVetManual,@MerckIMInspired,@MerckCanada,@merckgroup,@MerckManualHome,@MerckEngage,@merck_fr,@MerckManualPet,@MerckHealthcare,@MerckManualPro,@Merck_lifesci,@MerckAndMothers,@MerckAfrica,@Merck_MCCP,@MerckCAP,@MerckIndia,@Merck_MARS,@EMDSerono,@Merck4Patients,@IdenixPharma,@C3iCustCare,@C3iLifeSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,@Microsoft,@MSFTnews,@Windows,@Office,@ch9,@Azure,@MicrosoftStore,@MicrosoftEdge,@VisualStudio,@MSLearning,@MSCloud,@surface,@MSFTResearch,@MicrosoftHelps,@Lumia,@msPartner,@msdev,@BillGates,@Sharepoint,@MicrosoftEDU,@MSFT_Business,@MicrosoftPress,@whymicrosoft,@msftsecurity,@MSFTImagine,@HoloLens,@EverythingMS,@SQLServer,@MicrosoftJobs,msonenote,@OpenAtMicrosoft,@windowsblog,@MS_Ignite,@Office365,@MSEurope,@msdevUK,@microsoftband,@msexcel,@MicrosoftAU,@Microsoft_SG,@MicrosoftTeams,@Microsoft_Green,@msuspartner,@MSFTMechanics,@microsofteduk,@Microsoftbe,@MicrosoftIPC,@Outlook,@project,@msftmmpc,@msdev_fr,@MicrosoftIRLBiz,@MicrosoftMalta,@MSAUedu,@msdevCA,@MSFTMobility,@windowscentral,@MSVirtAcademy,@MicrosoftWomen,SkypeBusiness,@MSFTEnvision,@MicrosoftSA,@VSSubscriptions,@azuread,@MSFTEnable,@msdevbelux,@MicrosoftHilft,@Opennessmsmea,@MicrosoftNorge,@Yammer,@YammerOps,@YammerSupport,@YammerProduct,@yammereng,@Mojang,@MojangSupport,@MojangStatus,@MojangMCPEHELP,@mojang2team,@MCPE_TeamMojang,@StorSimple,@xamarinhq,@XamarinEvents,@TheXamarinShow,@XamarinU,@MSStudiosBlog,@MSFTStudiosUR,@windowsstore,@MSStore_JP,@studentsoftware,@MsftStoreDE,@MSFTStoreGaming,@MSScottsdale,@MSStoreOpenings,@id_microsoft,@Turn10Studios,@MicrosoftPress,@AvanadeInc,@avanadeuk,@AvanadeAUS,@InsideAvanade,@AvanadeSA,@AvanadeNL,@AvanadeBelgium,@AvanadeMY,@AvanadeNorway,@AvanadeSG,@AvanadeSpain,@AvanadeDACH,@AvanadeFrance,@AvanadeItaly,@AvanadeBrasil,@AvanadeFinland,@AvanadeSweden,@MSFTResearchCam,@fuselabs,@MSNewEngland,@msft_listens,@msdevindia,@Azure4Research,@MSDev_Gulf,@MSR_Answers,@Sysinternals,@MSFTaccess,@msdev_ch,@MSIntune,@MSAdvertising,@RoMicrosoft,@Nokia,@nokiamobile,@nokiaVR,@NokiaCareers,@nokianetworks,@NokiaHealth,@LumiaNews,@NokiaTops,@NokiaRevolution,@nokianews,@BellLabs,@nokiaIoT,@MSPress_de,@MileIQ,@RazorfishAU,@razorfishlondon,@RazorfishDesign,@razorfishbrasil,@RevolutionR,@MicrosoftR,@ParatureTU,@ParatureDemoMCS,@PPIbyMicrosoft,@MaluubaInc,@Adallom,@VoloMetrix,@pandonetworks,@SecureIslands,@HavokBuzz,@DatazenBI,@FieldOneSystem,@LinkedIn,@LinkedInMktg,@LinkedInHelp,@linkedinselling,@SlideShare,@LinkedInEng,@LinkedIn4Good,@LinkedInEditors,@LinkedInIndia,@ArtOfLinkedIn,@LinkedInBenelux,@ProFinder,@LinkedInBelgium,@noggle_linkedin,@connector_m,@LinkedInAcademy,@LI_Learning,@linkedinlaunchpad,@LinkedInBrasil,@bitstadium,@Adxstudio,@VideoSurf,@Halo,@bing,@UKBing,@bingmaps,@bingads,@BingAdsDE,@BingAdsSupport,@Xbox,@XboxSupport,@xboxuk,@ID_Xbox,@xboxlivenation,@XboxLiveRewards,@XboxAmbassadors,@XboxCanada,@XboxIE_Official,@XboxAustralia,@XboxAchs,@XboxNZ_Official,@OXMUK,@XboxEntertain,@XboxWire,@XboxSuomi,@xboxstore,@xbox_news,@XboxSupport1,@xboxse,@ID_Xbox_Games,@XboxSupport2,@XboxDVR,@XboxSupport3,@UnlockedXbox,@xboxfeed,@360newswire,@Xbox_Spain,@XobxOneLocator,@MSN,@MSNvideo,@MSNca_Entertain,@MSN_LNOTV,@MSN_TV,@CBS,@CBSi,@Twitter,@TwitterVideo,@TwitterSupport,@TwitterMoments,@TwitterAPI,@TwitterIndia,@TwitterSports,@TwitterData,@TwitterLive,@TwitterBooks,@TwitterMovies,@TwitterSafety,@TwitterComms,@TwitterGov,@Nonprofits,@design,@TwitterNews,@TwitterMktg,@Policy,@TwitterUK,@TwitterBusiness,@TwitterDev,@TwitterEng,@TwitterAdsHelp,@TwitterFood,@TwitterOSS,@TwitterOpen,@TwitterCanada,@TwitterSF,@TwitterWomen,@TwitterDetroit,@TwitterAU,@TwitterGamingES,@TwitterAlas,@TwitterATL,@TwitterMktgMENA,@TwitterDUX,@TwitterA11y,@TwitterBoulder,@TwitterMktgUK,@TwitterKorea,@TwitterFashion,@TwitterFaith,@TwitterMktgIN,@TwitterForGood,@TwitterStage,@TwitterAmplify,@TwitterREW,@TwitterU,@TwitterNYC,@twitter_ph,@TwitterMktgAU,@TwitterSportsCA,@TwitterVideoIN,@TwitterDevBr,@TwitterSportsJP,@TwitterMediaJP,@TwitterMktgBR,@TwitterMktgFR,@twittersecurity,@TwitterFashnJP,@Skype,@SkypeSupport,@SkypeClassroom,@SkypeLiveStudio,@SkypeBusiness,@skypeinmedia,@SkypeIndia,@skypejapan,,,,,,,
MITL,@Mitel,@MitelForums,@mitelusergroup,@MitelMobility,@Mitel_Espana,@Mitel_NO,@Mitel_BE,@Mitel_PT,@Mitel_AU,@Mitel_NL,@Mitel_BR,@Mitel_CH,@Mitel_MiCloud,@Mitel_MEA,@Mitel_IT,@Mitel_FI,@MITEL_MENA,@OAISYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTAP,@NetApp,@NetAppUK,@NetAppSchweiz,@NetAppEMEA,@NetAppANZ,@NetApp_NL,@NetAppAfrica,@NetAppME,@NetAppAPAC,@solidfire,@NetAppGov,@NetAppPartners,@NetAppID,@NetAppIT,@NetAppDoc,@NetAppATeam,@Avnet_UK_NetApp,@NetAppCanada,@NetAppIndia,@netappcommunity,@NetAppTools,@NetAppAssist,@NetAppInsight,@InsightEMEA,@NetAppCareers,@openstacknetapp,@storagegrid,@NetAppGermany,@NetAppFrance,@NetApp_es,@NetAppDir,@NetAppAccenture,@NetAppPhilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKE,@Nike,@nikestore,@nikefootball,@NikeLab,@nikesb,@NikeNYC,@NikeRunning,@nikesportswear,@nikebasketball,@NikeStoreEurope,@NikeSeattle,@NikeLasVegas,@NikeLA,@NikeDC,@NikeUK,@NikeBoston,@nikesoccer,@NikePH,@FemaleNike,@NikeChicago,@NikeN7,@nikefootballza,@NikeSF,@NikeATL,@NikeForGirls,@NikeScottsdale,@Nikegoals,@NikeDallas,@nikegolf,@NIkeEugene,@NikePortland,@nikeaustralia,@NikeSupport,@NikeOC,@NikeRunningZA,@nikevancouver,@NikeTwinCities,@NikeAcademy,@NikeLacrosse,@NSWZA,@CalSwish_Nike,@AllNikeNews,@NikeTeamCanada,@nikebebold,@Converse,@ConverseID,@converse_mexico,@hurley,@hurleyaustralia,@umbro,@UmbroColombia,@UmbroCanada,@UmbroUSA,@UmbroIreland,@UmbroUK,@umbroina,@Umbro_SA,@UmbroItalia,@UmbroFrance,@UmbroArgentina,@umbroperu,@Umbrochile,@UmbroUruguay,@UmbroIberia,@umbrolatam,@UmbroNederland,@umbro_germany,@umbro_brasil,@UmbroEcuador,@UMBROMX,@NikeGolfPhils,@NikeGolfEU,@nikegolfSEA,@nikevision,@NikeVisionSA,@Jumpman23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IX,@ORIX_India,@Robeco,@CanaraRobeco,@RobecoSAM,@Robeco_NL,@Robeco_Prof_NL,@TeamRobeco,@RobecoPress,@ArrkGroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
